@relation '264019L1 2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,3-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lz?y-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R4-precision6'

@attribute 'okres w jakim bêdzie pobiera³ dochód' numeric
@attribute 'okres w jakim pobiera³ dochód' numeric
@attribute p³eæ {kobieta,mê¿czyzna}
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute 'kwota kredytu' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'rodzaj Ÿród³a dochodu' numeric
@attribute 'status pozyczki' {dobry,z?y}

@data
48,136,mê¿czyzna,'\'(55.2-67.6]\'',600,0,3100,13,z?y
48,6,mê¿czyzna,'\'(-inf-30.4]\'',200,0,690,98,z?y
48,44,kobieta,'\'(42.8-55.2]\'',246.83,2,1344.9,11,dobry
48,111,mê¿czyzna,'\'(55.2-67.6]\'',300,0,583,98,z?y
48,197,mê¿czyzna,'\'(42.8-55.2]\'',200,2,1045,16,dobry
48,230,kobieta,'\'(55.2-67.6]\'',500,0,720,13,dobry
48,187,kobieta,'\'(67.6-inf)\'',250,1,1016,13,dobry
8,3,kobieta,'\'(30.4-42.8]\'',200,3,1032.34,12,dobry
48,317,kobieta,'\'(42.8-55.2]\'',200,2,967.64,11,dobry
48,50,kobieta,'\'(30.4-42.8]\'',600,2,1800,11,dobry
48,117,kobieta,'\'(55.2-67.6]\'',800,3,580,13,dobry
1,3,mê¿czyzna,'\'(-inf-30.4]\'',400,0,1224,12,z?y
48,39,mê¿czyzna,'\'(30.4-42.8]\'',300,0,3619,11,z?y
48,12,kobieta,'\'(-inf-30.4]\'',200,0,436,16,z?y
4,36,kobieta,'\'(42.8-55.2]\'',296.54,3,1032,12,dobry
48,203,kobieta,'\'(42.8-55.2]\'',400,0,1577.42,11,dobry
48,64,kobieta,'\'(55.2-67.6]\'',400,0,1411,16,dobry
48,59,mê¿czyzna,'\'(42.8-55.2]\'',200,0,1460.17,11,dobry
48,174,mê¿czyzna,'\'(55.2-67.6]\'',500,1,2250.05,11,dobry
48,127,kobieta,'\'(55.2-67.6]\'',700,3,2066,13,dobry
48,52,kobieta,'\'(42.8-55.2]\'',600,3,3200,11,dobry
48,27,kobieta,'\'(55.2-67.6]\'',300,3,1658,13,dobry
48,159,kobieta,'\'(42.8-55.2]\'',300,3,1400,11,dobry
48,43,kobieta,'\'(30.4-42.8]\'',400,0,980.11,11,dobry
48,86,kobieta,'\'(55.2-67.6]\'',500,3,1900,13,dobry
48,129,kobieta,'\'(67.6-inf)\'',400,3,980,16,dobry
24,0,mê¿czyzna,'\'(-inf-30.4]\'',300,0,1138,12,z?y
2,37,kobieta,'\'(30.4-42.8]\'',600,0,1540,12,dobry
16,20,mê¿czyzna,'\'(55.2-67.6]\'',235.97,3,1100,12,dobry
48,439,mê¿czyzna,'\'(67.6-inf)\'',200,0,2600,16,z?y
48,431,mê¿czyzna,'\'(55.2-67.6]\'',600,3,3335,11,dobry
48,142,kobieta,'\'(55.2-67.6]\'',400,0,815,13,dobry
48,222,kobieta,'\'(67.6-inf)\'',200,3,1185.33,13,dobry
4,5,mê¿czyzna,'\'(42.8-55.2]\'',200,0,1210,12,dobry
48,63,kobieta,'\'(42.8-55.2]\'',200,3,749.28,16,dobry
48,135,mê¿czyzna,'\'(42.8-55.2]\'',1000,0,583,98,z?y
48,92,kobieta,'\'(55.2-67.6]\'',670,0,930,13,dobry
48,373,mê¿czyzna,'\'(55.2-67.6]\'',300,1,1528,16,z?y
4,54,kobieta,'\'(55.2-67.6]\'',350,0,547.89,17,dobry
48,75,mê¿czyzna,'\'(67.6-inf)\'',300,3,1426,13,dobry
48,119,kobieta,'\'(55.2-67.6]\'',200,1,1031,13,dobry
48,111,kobieta,'\'(55.2-67.6]\'',400,1,840,13,dobry
4,7,mê¿czyzna,'\'(42.8-55.2]\'',300,3,670,12,dobry
48,25,kobieta,'\'(55.2-67.6]\'',800,3,3700,13,dobry
48,103,kobieta,'\'(55.2-67.6]\'',300,0,1100,13,dobry
48,164,mê¿czyzna,'\'(55.2-67.6]\'',400,0,1473.04,16,dobry
48,253,mê¿czyzna,'\'(67.6-inf)\'',350,0,1519,13,dobry
0,18,kobieta,'\'(30.4-42.8]\'',200,2,599.03,12,dobry
48,9,kobieta,'\'(55.2-67.6]\'',200,2,980,98,dobry
48,246,kobieta,'\'(67.6-inf)\'',200,3,1026,13,dobry
48,26,kobieta,'\'(55.2-67.6]\'',218.32,3,975,13,dobry
48,52,mê¿czyzna,'\'(55.2-67.6]\'',393.99,3,2947,11,dobry
48,3,mê¿czyzna,'\'(-inf-30.4]\'',1000,0,3200,11,z?y
48,207,kobieta,'\'(30.4-42.8]\'',694,3,1900,11,dobry
48,159,kobieta,'\'(67.6-inf)\'',300,0,2100,13,dobry
3,32,mê¿czyzna,'\'(30.4-42.8]\'',800,0,1500,12,dobry
48,360,mê¿czyzna,'\'(55.2-67.6]\'',300,0,1151,16,dobry
48,86,kobieta,'\'(30.4-42.8]\'',277.34,3,1770,11,dobry
48,54,kobieta,'\'(55.2-67.6]\'',700,1,1977,13,dobry
48,95,mê¿czyzna,'\'(55.2-67.6]\'',200,2,1287.66,13,dobry
48,92,kobieta,'\'(42.8-55.2]\'',300,3,900,11,dobry
48,254,kobieta,'\'(55.2-67.6]\'',500,0,2251.79,11,z?y
48,139,mê¿czyzna,'\'(67.6-inf)\'',300,3,960,13,dobry
48,164,kobieta,'\'(67.6-inf)\'',400,0,1413,13,z?y
27,34,mê¿czyzna,'\'(-inf-30.4]\'',300,0,1800,12,z?y
48,96,kobieta,'\'(55.2-67.6]\'',200,1,1083.23,13,dobry
48,50,kobieta,'\'(42.8-55.2]\'',800,3,3440,13,dobry
48,200,mê¿czyzna,'\'(42.8-55.2]\'',427.09,3,3178,98,dobry
48,279,mê¿czyzna,'\'(67.6-inf)\'',400,0,1772.53,13,dobry
48,157,kobieta,'\'(67.6-inf)\'',200,3,803.86,13,dobry
48,54,kobieta,'\'(55.2-67.6]\'',300,3,1026,13,dobry
48,182,kobieta,'\'(55.2-67.6]\'',297.69,1,1014,13,dobry
48,8,mê¿czyzna,'\'(55.2-67.6]\'',400,2,1193.65,13,dobry
48,45,kobieta,'\'(30.4-42.8]\'',285.97,3,1200,98,dobry
3,31,kobieta,'\'(42.8-55.2]\'',328.32,3,1000,12,dobry
3,11,mê¿czyzna,'\'(55.2-67.6]\'',328,3,1000,12,dobry
48,116,kobieta,'\'(42.8-55.2]\'',200,3,1400,11,dobry
1,1,mê¿czyzna,'\'(-inf-30.4]\'',200,0,1286,12,z?y
15,26,mê¿czyzna,'\'(-inf-30.4]\'',600,3,1300,12,dobry
2,148,mê¿czyzna,'\'(42.8-55.2]\'',300,3,798.8,17,dobry
48,75,kobieta,'\'(55.2-67.6]\'',300,1,917,13,dobry
48,237,kobieta,'\'(30.4-42.8]\'',377.69,2,1087,11,dobry
48,65,mê¿czyzna,'\'(30.4-42.8]\'',500,0,2470,11,dobry
48,100,mê¿czyzna,'\'(55.2-67.6]\'',200,3,1538,13,dobry
48,44,mê¿czyzna,'\'(30.4-42.8]\'',300,3,1300,11,dobry
48,119,kobieta,'\'(55.2-67.6]\'',200,3,1635,13,dobry
3,17,kobieta,'\'(30.4-42.8]\'',300,0,2290.55,99,dobry
48,16,mê¿czyzna,'\'(30.4-42.8]\'',600,0,1386,11,z?y
48,368,kobieta,'\'(67.6-inf)\'',200,0,1167.94,13,dobry
48,122,kobieta,'\'(55.2-67.6]\'',400,2,1233,13,dobry
48,34,mê¿czyzna,'\'(55.2-67.6]\'',500,0,1530,13,dobry
48,87,mê¿czyzna,'\'(30.4-42.8]\'',800,0,2983,11,z?y
48,27,mê¿czyzna,'\'(55.2-67.6]\'',400,3,1313.41,16,dobry
48,113,mê¿czyzna,'\'(55.2-67.6]\'',300,0,3900,13,dobry
48,35,kobieta,'\'(55.2-67.6]\'',521.49,3,1525.46,13,dobry
48,220,mê¿czyzna,'\'(55.2-67.6]\'',200,3,1162,13,dobry
0,4,mê¿czyzna,'\'(55.2-67.6]\'',250,3,685,99,z?y
48,118,kobieta,'\'(67.6-inf)\'',500,3,1200,13,dobry
48,50,kobieta,'\'(55.2-67.6]\'',200,2,634,16,dobry
48,62,kobieta,'\'(42.8-55.2]\'',800,4,2300,16,dobry
48,8,kobieta,'\'(30.4-42.8]\'',300,3,1027,12,dobry
48,27,kobieta,'\'(55.2-67.6]\'',262.81,3,5100,13,dobry
48,59,kobieta,'\'(42.8-55.2]\'',400,3,2800,11,dobry
48,92,kobieta,'\'(42.8-55.2]\'',500,3,3000,11,dobry
48,221,kobieta,'\'(55.2-67.6]\'',500,4,714,13,dobry
48,277,mê¿czyzna,'\'(30.4-42.8]\'',1100,3,2875.71,11,dobry
48,118,kobieta,'\'(67.6-inf)\'',600,3,2120,13,dobry
48,112,kobieta,'\'(55.2-67.6]\'',400,3,1013.74,13,dobry
48,10,kobieta,'\'(55.2-67.6]\'',200,2,984,13,dobry
48,78,kobieta,'\'(55.2-67.6]\'',400,1,1425,13,dobry
48,92,kobieta,'\'(55.2-67.6]\'',200,1,720.19,13,dobry
3,21,kobieta,'\'(42.8-55.2]\'',281.29,3,1350,12,dobry
48,161,kobieta,'\'(67.6-inf)\'',500,3,951,13,dobry
48,13,mê¿czyzna,'\'(30.4-42.8]\'',300,0,2000,98,dobry
48,84,kobieta,'\'(55.2-67.6]\'',400,2,1500,11,dobry
48,36,kobieta,'\'(30.4-42.8]\'',700,0,2200,11,dobry
48,194,kobieta,'\'(67.6-inf)\'',200,0,866.46,13,dobry
48,100,kobieta,'\'(30.4-42.8]\'',473,0,1400,11,dobry
48,36,kobieta,'\'(55.2-67.6]\'',300,0,1313,13,z?y
48,13,kobieta,'\'(-inf-30.4]\'',300,0,540,16,z?y
48,63,mê¿czyzna,'\'(30.4-42.8]\'',300,0,2100,11,dobry
0,10,mê¿czyzna,'\'(-inf-30.4]\'',700,3,1800,12,dobry
39,28,kobieta,'\'(42.8-55.2]\'',300,2,1009.34,12,dobry
0,4,mê¿czyzna,'\'(42.8-55.2]\'',300,0,1042,12,dobry
48,188,mê¿czyzna,'\'(30.4-42.8]\'',300,0,979.34,11,z?y
48,136,kobieta,'\'(55.2-67.6]\'',200,3,1428.55,13,dobry
48,63,kobieta,'\'(67.6-inf)\'',300,0,1000,13,dobry
27,11,kobieta,'\'(30.4-42.8]\'',400,3,660,12,dobry
48,245,kobieta,'\'(67.6-inf)\'',200,3,616,13,dobry
48,13,kobieta,'\'(30.4-42.8]\'',496.83,3,1600,11,dobry
48,140,mê¿czyzna,'\'(55.2-67.6]\'',300,1,1611,13,dobry
48,19,kobieta,'\'(55.2-67.6]\'',367.31,3,1684,13,dobry
48,45,kobieta,'\'(55.2-67.6]\'',200,3,1500,13,dobry
48,82,mê¿czyzna,'\'(42.8-55.2]\'',200,0,974,13,z?y
48,113,kobieta,'\'(42.8-55.2]\'',200,0,1740,16,dobry
48,39,kobieta,'\'(42.8-55.2]\'',500,0,1037,11,z?y
48,284,kobieta,'\'(42.8-55.2]\'',400,3,3170,11,dobry
48,130,kobieta,'\'(55.2-67.6]\'',700,4,930,13,dobry
5,30,mê¿czyzna,'\'(42.8-55.2]\'',426.66,2,1574.45,12,dobry
48,138,kobieta,'\'(67.6-inf)\'',500,0,640,13,dobry
48,64,kobieta,'\'(55.2-67.6]\'',400,2,1474.55,13,dobry
27,44,kobieta,'\'(42.8-55.2]\'',600,2,830.46,12,dobry
48,35,mê¿czyzna,'\'(30.4-42.8]\'',357.31,3,1261.98,11,dobry
48,69,kobieta,'\'(55.2-67.6]\'',265.58,3,1189,13,dobry
48,230,mê¿czyzna,'\'(55.2-67.6]\'',350,2,837,16,dobry
20,189,kobieta,'\'(55.2-67.6]\'',900,3,684,17,dobry
48,244,kobieta,'\'(67.6-inf)\'',200,3,965,13,dobry
48,25,kobieta,'\'(55.2-67.6]\'',200,3,703,16,dobry
2,3,mê¿czyzna,'\'(-inf-30.4]\'',200,3,750,99,dobry
3,8,kobieta,'\'(42.8-55.2]\'',600,3,1675,12,dobry
48,11,kobieta,'\'(42.8-55.2]\'',400,4,1045.6,16,dobry
48,95,kobieta,'\'(55.2-67.6]\'',400,3,1137.19,13,dobry
6,8,kobieta,'\'(30.4-42.8]\'',300,3,1200,12,dobry
17,55,kobieta,'\'(42.8-55.2]\'',200,2,990.34,12,dobry
48,178,kobieta,'\'(42.8-55.2]\'',327,3,2065.98,11,dobry
48,19,kobieta,'\'(30.4-42.8]\'',400,0,800.51,11,dobry
48,53,kobieta,'\'(42.8-55.2]\'',1000,3,5800,11,dobry
48,17,kobieta,'\'(55.2-67.6]\'',400,2,1817.24,13,dobry
48,269,kobieta,'\'(67.6-inf)\'',300,3,1239,13,dobry
21,11,mê¿czyzna,'\'(-inf-30.4]\'',300,2,1400,12,dobry
48,210,mê¿czyzna,'\'(55.2-67.6]\'',200,3,763.38,16,dobry
48,78,kobieta,'\'(55.2-67.6]\'',300,3,997,13,dobry
48,37,kobieta,'\'(55.2-67.6]\'',515.96,0,1801.41,13,dobry
16,8,mê¿czyzna,'\'(42.8-55.2]\'',241.15,3,1030,12,z?y
48,85,mê¿czyzna,'\'(55.2-67.6]\'',1000,2,3600,13,dobry
48,164,mê¿czyzna,'\'(30.4-42.8]\'',300,3,1800,11,dobry
48,24,mê¿czyzna,'\'(-inf-30.4]\'',300,0,1400,11,dobry
48,49,mê¿czyzna,'\'(42.8-55.2]\'',300,2,2100,11,dobry
48,53,kobieta,'\'(55.2-67.6]\'',500,3,1212,13,dobry
48,196,mê¿czyzna,'\'(67.6-inf)\'',700,3,2098,13,dobry
19,8,mê¿czyzna,'\'(42.8-55.2]\'',400,4,600,12,dobry
48,13,mê¿czyzna,'\'(42.8-55.2]\'',200,3,1400,11,dobry
48,188,mê¿czyzna,'\'(42.8-55.2]\'',662.81,3,3200,11,dobry
48,67,kobieta,'\'(55.2-67.6]\'',500,3,1000,13,dobry
48,560,kobieta,'\'(67.6-inf)\'',200,2,730,13,dobry
48,200,kobieta,'\'(55.2-67.6]\'',200,3,802.83,13,dobry
48,126,kobieta,'\'(67.6-inf)\'',369.53,1,3541.9,13,dobry
48,18,kobieta,'\'(30.4-42.8]\'',600,3,1290,11,dobry
48,211,mê¿czyzna,'\'(55.2-67.6]\'',300,4,3000,11,dobry
48,299,mê¿czyzna,'\'(42.8-55.2]\'',400,1,2284.23,11,dobry
48,114,kobieta,'\'(67.6-inf)\'',200,3,959.6,16,dobry
48,384,kobieta,'\'(55.2-67.6]\'',300,3,1680,11,dobry
48,64,mê¿czyzna,'\'(55.2-67.6]\'',500,0,1250,11,dobry
48,160,kobieta,'\'(55.2-67.6]\'',200,0,425,16,z?y
48,62,mê¿czyzna,'\'(55.2-67.6]\'',800,3,1000,11,dobry
48,88,kobieta,'\'(42.8-55.2]\'',600,3,1700,11,dobry
48,200,kobieta,'\'(55.2-67.6]\'',409.15,2,892,16,dobry
3,33,kobieta,'\'(42.8-55.2]\'',294.37,2,1050,12,dobry
48,102,kobieta,'\'(55.2-67.6]\'',300,3,1130,13,dobry
48,36,kobieta,'\'(55.2-67.6]\'',300.4,3,1172.2,11,dobry
48,83,kobieta,'\'(30.4-42.8]\'',600,2,5000,98,dobry
48,38,mê¿czyzna,'\'(42.8-55.2]\'',300,3,1700,11,dobry
48,138,kobieta,'\'(55.2-67.6]\'',300,2,611,13,dobry
48,341,mê¿czyzna,'\'(42.8-55.2]\'',500,3,1320,11,dobry
48,353,kobieta,'\'(42.8-55.2]\'',426.61,4,2470,11,dobry
48,70,mê¿czyzna,'\'(55.2-67.6]\'',200,2,12220,13,dobry
48,9,mê¿czyzna,'\'(42.8-55.2]\'',400,4,4000,11,dobry
48,76,kobieta,'\'(67.6-inf)\'',200,0,686.16,13,z?y
48,96,kobieta,'\'(55.2-67.6]\'',300,0,1132,16,dobry
1,12,mê¿czyzna,'\'(-inf-30.4]\'',200,4,985,17,dobry
48,137,mê¿czyzna,'\'(55.2-67.6]\'',717.02,2,2010,13,dobry
48,318,kobieta,'\'(42.8-55.2]\'',600,3,2800,11,dobry
48,256,kobieta,'\'(67.6-inf)\'',500,4,729.03,13,dobry
13,13,kobieta,'\'(42.8-55.2]\'',1130.33,0,1500,12,z?y
15,8,mê¿czyzna,'\'(30.4-42.8]\'',250,3,700,12,z?y
0,4,mê¿czyzna,'\'(-inf-30.4]\'',200,2,1393.85,99,dobry
48,79,kobieta,'\'(55.2-67.6]\'',789.27,0,860,13,dobry
48,2,mê¿czyzna,'\'(-inf-30.4]\'',600,0,1085.97,11,z?y
48,98,mê¿czyzna,'\'(42.8-55.2]\'',300,2,1688.82,13,dobry
48,84,kobieta,'\'(42.8-55.2]\'',200,2,1617.68,11,dobry
48,54,kobieta,'\'(67.6-inf)\'',1000,3,2100,13,dobry
48,13,mê¿czyzna,'\'(30.4-42.8]\'',300,0,1058,11,dobry
48,13,mê¿czyzna,'\'(67.6-inf)\'',500,3,1700,13,dobry
48,200,kobieta,'\'(30.4-42.8]\'',454,2,2927,11,dobry
48,84,mê¿czyzna,'\'(30.4-42.8]\'',500,0,2200,11,dobry
48,8,mê¿czyzna,'\'(-inf-30.4]\'',300,1,1459,11,dobry
48,30,kobieta,'\'(55.2-67.6]\'',500,1,936,13,dobry
48,81,mê¿czyzna,'\'(67.6-inf)\'',2500,2,2612,13,dobry
48,74,kobieta,'\'(55.2-67.6]\'',400,3,1090.14,13,dobry
48,11,mê¿czyzna,'\'(55.2-67.6]\'',200,2,1600,16,dobry
48,246,kobieta,'\'(67.6-inf)\'',200,4,1026,13,dobry
48,210,mê¿czyzna,'\'(42.8-55.2]\'',416.61,0,2011,11,dobry
48,421,mê¿czyzna,'\'(42.8-55.2]\'',600,0,588,16,dobry
48,69,kobieta,'\'(55.2-67.6]\'',300,0,1240,13,dobry
48,77,kobieta,'\'(55.2-67.6]\'',400,2,1170,13,dobry
48,371,kobieta,'\'(42.8-55.2]\'',300,3,1077.49,11,dobry
3,14,kobieta,'\'(-inf-30.4]\'',200,0,1100,12,dobry
48,40,kobieta,'\'(42.8-55.2]\'',200,0,685,16,dobry
48,29,mê¿czyzna,'\'(42.8-55.2]\'',300,4,3900,13,dobry
48,110,kobieta,'\'(55.2-67.6]\'',300,2,1350,13,dobry
8,3,mê¿czyzna,'\'(42.8-55.2]\'',387.31,3,1952.35,12,dobry
48,451,mê¿czyzna,'\'(42.8-55.2]\'',200,0,1300,11,dobry
48,74,mê¿czyzna,'\'(30.4-42.8]\'',1000,4,2258,11,dobry
48,7,mê¿czyzna,'\'(55.2-67.6]\'',400,2,1842.86,11,dobry
48,26,kobieta,'\'(55.2-67.6]\'',250,0,1589,16,dobry
48,60,kobieta,'\'(30.4-42.8]\'',275.97,3,1000,11,dobry
14,11,mê¿czyzna,'\'(-inf-30.4]\'',200,4,1000,12,dobry
48,50,mê¿czyzna,'\'(55.2-67.6]\'',600,0,1217,13,dobry
48,8,mê¿czyzna,'\'(42.8-55.2]\'',200,0,1030,12,dobry
48,160,kobieta,'\'(67.6-inf)\'',200,0,1134.96,13,dobry
48,124,kobieta,'\'(55.2-67.6]\'',300,0,697,13,z?y
48,90,kobieta,'\'(55.2-67.6]\'',200,3,1389,16,dobry
2,6,mê¿czyzna,'\'(42.8-55.2]\'',300,1,1375.47,12,dobry
48,137,kobieta,'\'(55.2-67.6]\'',500,0,2051,13,dobry
48,78,kobieta,'\'(67.6-inf)\'',378.91,4,1291.18,13,dobry
48,72,kobieta,'\'(55.2-67.6]\'',500,0,1691.3,13,dobry
10,50,kobieta,'\'(42.8-55.2]\'',350,2,1031,17,z?y
48,69,kobieta,'\'(55.2-67.6]\'',586.65,4,1680,11,dobry
48,162,mê¿czyzna,'\'(67.6-inf)\'',200,3,910.33,13,dobry
48,98,mê¿czyzna,'\'(42.8-55.2]\'',1569.98,3,2353,11,dobry
1,4,mê¿czyzna,'\'(55.2-67.6]\'',800,2,2500,12,dobry
48,182,kobieta,'\'(42.8-55.2]\'',200,0,1077,11,dobry
48,204,kobieta,'\'(42.8-55.2]\'',238.78,4,1700,11,dobry
48,57,kobieta,'\'(-inf-30.4]\'',200,1,1373.34,11,dobry
48,125,mê¿czyzna,'\'(-inf-30.4]\'',662.69,0,2837,11,z?y
1,54,kobieta,'\'(42.8-55.2]\'',400,4,1700,12,dobry
48,8,kobieta,'\'(55.2-67.6]\'',200,0,578.75,13,z?y
48,192,kobieta,'\'(67.6-inf)\'',300,0,1300,13,dobry
48,160,mê¿czyzna,'\'(55.2-67.6]\'',300,0,1800,11,dobry
48,66,kobieta,'\'(55.2-67.6]\'',400,3,850,13,dobry
16,164,kobieta,'\'(-inf-30.4]\'',200,4,1200,17,dobry
48,44,mê¿czyzna,'\'(55.2-67.6]\'',350,0,1601.87,13,dobry
48,305,kobieta,'\'(42.8-55.2]\'',500,3,1700,11,dobry
48,24,kobieta,'\'(42.8-55.2]\'',300,4,1400,11,dobry
48,69,kobieta,'\'(55.2-67.6]\'',200,4,910,13,dobry
48,240,mê¿czyzna,'\'(42.8-55.2]\'',200,0,2094.17,11,dobry
20,42,mê¿czyzna,'\'(42.8-55.2]\'',300,1,1000,12,dobry
48,21,kobieta,'\'(55.2-67.6]\'',200,1,1200.29,13,dobry
48,16,kobieta,'\'(55.2-67.6]\'',400,4,1280,13,dobry
48,116,kobieta,'\'(30.4-42.8]\'',300,0,1286.16,11,dobry
48,140,kobieta,'\'(55.2-67.6]\'',200,4,1216,13,dobry
48,149,mê¿czyzna,'\'(55.2-67.6]\'',500,4,1900,13,dobry
48,42,mê¿czyzna,'\'(30.4-42.8]\'',200,0,2200,11,dobry
48,88,mê¿czyzna,'\'(55.2-67.6]\'',500,4,1770,16,dobry
48,140,kobieta,'\'(55.2-67.6]\'',500,0,1501,13,z?y
48,196,kobieta,'\'(67.6-inf)\'',200,3,722.05,13,dobry
48,32,kobieta,'\'(67.6-inf)\'',200,0,1235,16,dobry
48,119,kobieta,'\'(42.8-55.2]\'',385.97,4,1721.7,11,dobry
48,178,kobieta,'\'(30.4-42.8]\'',903.23,3,1900,11,dobry
48,258,mê¿czyzna,'\'(42.8-55.2]\'',400,0,1800,11,dobry
0,5,mê¿czyzna,'\'(42.8-55.2]\'',400,3,1963.88,12,dobry
48,180,mê¿czyzna,'\'(30.4-42.8]\'',400,0,3898,11,dobry
48,84,mê¿czyzna,'\'(67.6-inf)\'',300,0,1870,13,dobry
48,254,kobieta,'\'(67.6-inf)\'',300,1,1239.98,13,dobry
3,17,kobieta,'\'(42.8-55.2]\'',200,3,984.34,12,dobry
3,21,kobieta,'\'(-inf-30.4]\'',500,4,1447,12,dobry
48,77,mê¿czyzna,'\'(-inf-30.4]\'',700,0,1278,16,z?y
48,32,kobieta,'\'(55.2-67.6]\'',300,4,810,13,dobry
48,192,kobieta,'\'(55.2-67.6]\'',400,2,1730.13,11,dobry
48,180,kobieta,'\'(30.4-42.8]\'',322.07,4,2709.34,11,dobry
48,120,kobieta,'\'(30.4-42.8]\'',400,0,2899.34,11,dobry
48,211,kobieta,'\'(55.2-67.6]\'',227.08,2,1906.42,11,dobry
48,152,kobieta,'\'(67.6-inf)\'',561.15,4,1072,13,z?y
48,53,kobieta,'\'(55.2-67.6]\'',500,0,1400,13,z?y
48,138,kobieta,'\'(55.2-67.6]\'',600,4,1050,13,dobry
48,63,mê¿czyzna,'\'(-inf-30.4]\'',600,4,2700,11,dobry
31,99,mê¿czyzna,'\'(-inf-30.4]\'',200,4,728,17,dobry
1,11,kobieta,'\'(-inf-30.4]\'',300,2,1634,12,dobry
0,33,mê¿czyzna,'\'(-inf-30.4]\'',500,0,1896,17,z?y
8,3,mê¿czyzna,'\'(-inf-30.4]\'',300,0,1029,12,z?y
48,68,mê¿czyzna,'\'(55.2-67.6]\'',1500,1,3000,98,dobry
48,244,kobieta,'\'(67.6-inf)\'',1070,0,2421.55,13,dobry
48,13,mê¿czyzna,'\'(-inf-30.4]\'',250,0,3000,98,z?y
48,348,mê¿czyzna,'\'(42.8-55.2]\'',200,0,1566.82,11,dobry
48,68,kobieta,'\'(55.2-67.6]\'',800,4,1820,13,dobry
48,233,kobieta,'\'(67.6-inf)\'',200,2,907,13,dobry
27,32,mê¿czyzna,'\'(-inf-30.4]\'',200,1,1100,12,dobry
48,203,kobieta,'\'(30.4-42.8]\'',400,1,1239.05,11,dobry
2,19,kobieta,'\'(30.4-42.8]\'',200,1,1865,12,dobry
48,84,kobieta,'\'(42.8-55.2]\'',400,0,3000,98,dobry
48,112,kobieta,'\'(30.4-42.8]\'',500,3,2400,11,dobry
48,39,kobieta,'\'(-inf-30.4]\'',300,3,901,11,z?y
48,100,mê¿czyzna,'\'(55.2-67.6]\'',300,4,2110,13,dobry
48,108,kobieta,'\'(55.2-67.6]\'',400,4,1015,13,z?y
48,409,kobieta,'\'(42.8-55.2]\'',400,2,2368.57,11,dobry
48,163,kobieta,'\'(30.4-42.8]\'',300,0,2505,11,dobry
7,26,kobieta,'\'(55.2-67.6]\'',200,2,1100,17,dobry
48,121,kobieta,'\'(42.8-55.2]\'',255.49,4,1072.89,16,dobry
1,51,kobieta,'\'(42.8-55.2]\'',200,1,1100,99,dobry
48,245,kobieta,'\'(55.2-67.6]\'',600,0,1400,13,dobry
4,2,kobieta,'\'(42.8-55.2]\'',200,0,598,99,dobry
48,210,kobieta,'\'(67.6-inf)\'',200,0,1000,13,dobry
48,63,kobieta,'\'(67.6-inf)\'',200,0,785,13,dobry
48,120,kobieta,'\'(67.6-inf)\'',400,0,1900,13,dobry
48,120,kobieta,'\'(30.4-42.8]\'',500,4,2700,11,dobry
48,120,kobieta,'\'(30.4-42.8]\'',500,4,3100,11,dobry
48,52,kobieta,'\'(42.8-55.2]\'',500,4,1800,11,dobry
48,360,kobieta,'\'(42.8-55.2]\'',200,3,1493.98,11,dobry
48,394,kobieta,'\'(42.8-55.2]\'',200,4,932.34,11,dobry
48,33,kobieta,'\'(42.8-55.2]\'',600,4,1443,11,dobry
48,381,mê¿czyzna,'\'(42.8-55.2]\'',500,0,6125.99,11,z?y
5,7,kobieta,'\'(-inf-30.4]\'',300,3,1300,12,dobry
1,3,kobieta,'\'(-inf-30.4]\'',300,3,1500,12,dobry
48,18,kobieta,'\'(30.4-42.8]\'',492.01,4,4000,98,dobry
48,28,kobieta,'\'(42.8-55.2]\'',400,4,1362,16,dobry
48,38,kobieta,'\'(55.2-67.6]\'',300,4,1244.77,13,dobry
48,34,kobieta,'\'(55.2-67.6]\'',700,4,1872,13,dobry
48,160,kobieta,'\'(55.2-67.6]\'',200,0,1340,16,dobry
48,88,mê¿czyzna,'\'(55.2-67.6]\'',300,0,1573,13,dobry
48,260,kobieta,'\'(67.6-inf)\'',200,0,1030.71,13,z?y
48,53,mê¿czyzna,'\'(42.8-55.2]\'',500,0,1052.34,11,z?y
48,3,mê¿czyzna,'\'(-inf-30.4]\'',800,0,1000,98,z?y
48,24,kobieta,'\'(42.8-55.2]\'',200,4,2200,98,dobry
48,51,mê¿czyzna,'\'(-inf-30.4]\'',300,0,1637,12,dobry
48,90,kobieta,'\'(55.2-67.6]\'',395.77,4,1668,13,dobry
48,14,kobieta,'\'(55.2-67.6]\'',201.4,2,1107,13,dobry
17,2,kobieta,'\'(30.4-42.8]\'',200,0,1048.27,12,dobry
